stars,review,district,governorate,clean_review,predicted_sentiment
4,"أنا سعيد جدا بتقديم هذا التعليق على خدمات التوزيع في إسكندرية! لقد كانت تجربة رائعة بالفعل, خاصة أنني حصلت على كل شيء تحتاجه أساتذتي والطلاب. الأسعار معقولة والجودة جيدة جدًا. أقدر جهود القائمين على ذلك وأتمنى لهم التوفيق المستمر.",مكتب إمداد الأسكندرية,الإسكندرية,أنا سعيد جدا بتقديم هذا التعليق على خدمات التوزيع في إسكندرية لقد كانت تجربة رائعة بالفعل خاصة أنني حصلت على كل شيء تحتاجه أساتذتي والطلاب الأسعار معقولة والجودة جيدة جدا أقدر جهود القائمين على ذلك وأتمنى لهم التوفيق المستمر,Positive
1,"أنا مش راضيا على خدمات التموين اللي بنحصل عليها هنا في القاهرة, احنا محتاجين تحسينات كتير علشان نقدر نستفيد منها بشكل صحيح.",الجمعية المصرية للغذاء,القاهرة,أنا مش راضيا على خدمات التموين اللي بنحصل عليها هنا في القاهرة احنا محتاجين تحسينات كتير علشان نقدر نستفيد منها بشكل صحيح,Negative
2,"أنا مش عارفة ليه الناس بتتكلم كده على التموين! إحنا بنشتكي علشان نقدر نعيش, والله العظيم لو احنا عايشين بشكل طبيعي مكنتش هعمل كل ده. الحمد لله على كل حال ونفسي أروح القاهرة قريب وأتجوز.",مكتب السواني,مطروح,أنا مش عارفة ليه الناس بتتكلم كده على التموين إحنا بنشتكي علشان نقدر نعيش والله العظيم لو احنا عايشين بشكل طبيعي مكنتش هعمل كل ده الحمد لله على كل حال ونفسي أروح القاهرة قريب وأتجوز,Negative
3,"أنا مش راضي على مستوى الخدمة دي خالص, كل يوم بنلاقي مشاكل في الطعام وناس بتاكل حاجات مالهاش لازم! لو كان عندي خيار كنت غيرت التقييم فورا ل2/5.",جمعية مطبخ البركة,البحيرة,أنا مش راضي على مستوى الخدمة دي خالص كل يوم بنلاقي مشاكل في الطعام وناس بتاكل حاجات مالهاش لازم لو كان عندي خيار كنت غيرت التقييم فورا ل,Negative
4,أنا سعيد جدا لأن خدمتك وصلت إلى مستوى عالٍ جدًا! على الرغم من أنني لم أستخدمها بنفسي بعد، إلا أنه يبدو أنها تستحق تقييم خمس نجوم. أتمنى لك التوفيق والنجاح المستمر مع مشروعك الجديد! #خدمة_التموين_في_الغربية,المكتب المصري لتوريد الأغذية,الغربية,أنا سعيد جدا لأن خدمتك وصلت إلى مستوى عال جدا على الرغم من أنني لم أستخدمها بنفسي بعد إلا أنه يبدو أنها تستحق تقييم خمس نجوم أتمنى لك التوفيق والنجاح المستمر مع مشروعك الجديد خدمةالتموينفيالغربية,Positive
1,"أنا مش راضي تمامًا على خدمات التموين في بني سويف, لأنها بتتأخر كتير وبتتعب الناس أوي! لازم يتحسنوا بسرعة وإلا هيضيعوا فرصتهم.",الجمعية التعاونية للغذاء,بني سويف,أنا مش راضي تماما على خدمات التموين في بني سويف لأنها بتتأخر كتير وبتتعب الناس أوي لازم يتحسنوا بسرعة وإلا هيضيعوا فرصتهم,Negative
2,"أنا مش راضي على خدمات التوزيع دي, أنا بعاني كتير علشان أحصل على الحاجات اللي محتاجها, ولازم يكون فيه تحسين للأفضل.",جمعية الغذاء الصحي,الإسكندرية,أنا مش راضي على خدمات التوزيع دي أنا بعاني كتير علشان أحصل على الحاجات اللي محتاجها ولازم يكون فيه تحسين للأفضل,Negative
4,"أنا سعيد جدا بخدمة التوصيل في القاهرة, لكنها تحتاج إلى تحسينات كتير علشان نقدر نستخدمها بشكل أفضل. أولا, الأسعار غالية شوية بالنسبة للدرجة الممتازة اللي بنأخذها دايما. ثانيا, بعض الأوقات بيصلوا متأخرين وبيسبب مشاكل في الجدول الزمني بتاعنا. ثالثا, محتاجة المزيد من التنوع في الاختيارات عشان نقدر نختار أحسن حاجة تناسب احتياجاتنا اليومية. وأخيرا, أتمنى أنهم يقدرون على حل مشكلة الازدحام الشديد اللي بيكون موجود دائما في أوقات الذروة. شكرا.",مؤسسة الغذاء الصحي بالقاهرة,القاهرة,أنا سعيد جدا بخدمة التوصيل في القاهرة لكنها تحتاج إلى تحسينات كتير علشان نقدر نستخدمها بشكل أفضل أولا الأسعار غالية شوية بالنسبة للدرجة الممتازة اللي بنأخذها دايما ثانيا بعض الأوقات بيصلوا متأخرين وبيسبب مشاكل في الجدول الزمني بتاعنا ثالثا محتاجة المزيد من التنوع في الاختيارات عشان نقدر نختار أحسن حاجة تناسب احتياجاتنا اليومية وأخيرا أتمنى أنهم يقدرون على حل مشكلة الازدحام الشديد اللي بيكون موجود دائما في أوقات الذروة شكرا,Positive
4,"أنا سعيد جدا بخدمة التموين لأنها بتقدم لي وجبات صحية وبأسعار معقولة كل يوم. ولكن, بعض الأوقات يكون فيه الأكل مشبع أوي ومش حلو زيما المفروض. أتمنى أنهم يبدلوا الأكلة مرة تانية عشان أقدر أستمتع بوجباتهم أكثر.",مكتب الحياة,السويس,أنا سعيد جدا بخدمة التموين لأنها بتقدم لي وجبات صحية وبأسعار معقولة كل يوم ولكن بعض الأوقات يكون فيه الأكل مشبع أوي ومش حلو زيما المفروض أتمنى أنهم يبدلوا الأكلة مرة تانية عشان أقدر أستمتع بوجباتهم أكثر,Positive
1,"أنا مش فاهم إيه الحكاية, لكن لو عايز أكتب تعليقا على خدمة التموين فأنا هقول خدمة التموين دي كويسة بس محتاجة تطوير عشان نقدر نستفيد منها بشكل أفضل.",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية,أنا مش فاهم إيه الحكاية لكن لو عايز أكتب تعليقا على خدمة التموين فأنا هقول خدمة التموين دي كويسة بس محتاجة تطوير عشان نقدر نستفيد منها بشكل أفضل,Negative
1,"أنا مش راضي تماما على خدمات التموين في الجيزة, هي فعلا حاجة ضرورية لكن محتاجة تطوير كتير علشان نقدر نستفيد منها بشكل أفضل. الخدمات بطيئة جدا وناس بتتأخر كتير وعشان كده بنكون مضطرين نشتري حاجات اكتر من اللازم عشان نبقى آمنين. أتمنى لو الحكومة تقدر تحسن الوضع ده وتتعامل مع الموضوع بجدية أكبر.",مكتب سناء للتجارة,الجيزة,أنا مش راضي تماما على خدمات التموين في الجيزة هي فعلا حاجة ضرورية لكن محتاجة تطوير كتير علشان نقدر نستفيد منها بشكل أفضل الخدمات بطيئة جدا وناس بتتأخر كتير وعشان كده بنكون مضطرين نشتري حاجات اكتر من اللازم عشان نبقى آمنين أتمنى لو الحكومة تقدر تحسن الوضع ده وتتعامل مع الموضوع بجدية أكبر,Negative
