stars,review,district,governorate,clean_review
4,"أنا شايف إن خدمة التوصيل دي كويسة جدا, بس ممكن يكون فيها بعض التأخير بسبب الزحمة اللي احنا عايشينها هنا في القاهرة. لكن بشكل عام, أنا راض عنها.",الجمعية المصرية لتغليف الطعام,القاهرة,أنا شايف إن خدمة التوصيل دي كويسة جدا بس ممكن يكون فيها بعض التأخير بسبب الزحمة اللي احنا عايشينها هنا في القاهرة لكن بشكل عام أنا راض عنها
3,"أنا سعيد لتقديم لك نص تعليقا على خدمتي للتوصيل في محافظة بني سويف باستخدام اللهجة العامية المصرية! ها نحن ذا: يا جماعة, بتقولوا ايه عن توصيل الطعام ده? مش كويس أوي ولا إيه؟",الجمعية التعاونية للغذاء,بني سويف,أنا سعيد لتقديم لك نص تعليقا على خدمتي للتوصيل في محافظة بني سويف باستخدام اللهجة العامية المصرية ها نحن ذا يا جماعة بتقولوا ايه عن توصيل الطعام ده مش كويس أوي ولا إيه
3,"أنا مش عارف أقول إيه, لكن ممكن أتكلم عنك وعن خدمتك اللي زي الزفت! كل مرة أطلب منها حاجة, بتجيبلي حاجة تانية خالص! والله العظيم لو كنت مكانك كان نفسي أعمل حاجه أفضل من كده! شكرا على وقتك.",مكتب نور الخير,كفر الشيخ,أنا مش عارف أقول إيه لكن ممكن أتكلم عنك وعن خدمتك اللي زي الزفت كل مرة أطلب منها حاجة بتجيبلي حاجة تانية خالص والله العظيم لو كنت مكانك كان نفسي أعمل حاجه أفضل من كده شكرا على وقتك
3,"أنا مش عارف إزاي ممكن أتكلم على موضوع زي ده, لكن أعتقد أنه رغم المجهود اللي بيتموا فيه, إلا إنه لسه محتاج لتطوير أكثر عشان نقدر نستفيد منه بشكل أفضل. يعني لو كان متاحلي أكتر خيارات والأطعمة بتكون أحلى وأصح, أكيد هبقى أقدر أستمتع بيه أكثر.",جمعية الشروق,السويس,أنا مش عارف إزاي ممكن أتكلم على موضوع زي ده لكن أعتقد أنه رغم المجهود اللي بيتموا فيه إلا إنه لسه محتاج لتطوير أكثر عشان نقدر نستفيد منه بشكل أفضل يعني لو كان متاحلي أكتر خيارات والأطعمة بتكون أحلى وأصح أكيد هبقى أقدر أستمتع بيه أكثر
4,"أنا سعيد جدا بخدمة التموين اللي بتقدمها المحافظة, لكن للأسف بعض الأوقات مش بتحب تعمل زي الناس العاديين.",مكتب نوران للتغذية,سوهاج,أنا سعيد جدا بخدمة التموين اللي بتقدمها المحافظة لكن للأسف بعض الأوقات مش بتحب تعمل زي الناس العاديين
1,"أنا عايز أقول إني مش راضي على خدمات التموين في المحافظة دي, لو كان فيه أي تحسين هيكون ممتاز بس للأسف الوضع الحالي مزر جدا ومش زي الأول خالص, لازم نعمل حاجة علشان نساعد الناس اللي بتعمل بجد عشان توفر الأكل لعيالها وبيوتها.",جمعية طيبة للإطعام,دمياط,أنا عايز أقول إني مش راضي على خدمات التموين في المحافظة دي لو كان فيه أي تحسين هيكون ممتاز بس للأسف الوضع الحالي مزر جدا ومش زي الأول خالص لازم نعمل حاجة علشان نساعد الناس اللي بتعمل بجد عشان توفر الأكل لعيالها وبيوتها
4,أنا سعيد جدا بتلقي هذا التعليق الإيجابي حول خدمة التموين في المحافظة الشرقية! أعتقد أنها كانت تجربة ممتعة بالنسبة لي وأنا أتطلع إلى تقديم المزيد من الخدمات الجيدة للمواطنين المصريين. شكرا جزيلا لك على دعمكم ولتعليقاتكم القيمة التي تساعدنا دائما على تحسين خدماتنا وتقديم الأفضل لكم جميعا. تحياتي الحارة للجميع وأتمنى لكم يوما سعيدا ومليئا بالفرح والنجاحات.,مكتب التعاون الغذائي,الشرقية,أنا سعيد جدا بتلقي هذا التعليق الإيجابي حول خدمة التموين في المحافظة الشرقية أعتقد أنها كانت تجربة ممتعة بالنسبة لي وأنا أتطلع إلى تقديم المزيد من الخدمات الجيدة للمواطنين المصريين شكرا جزيلا لك على دعمكم ولتعليقاتكم القيمة التي تساعدنا دائما على تحسين خدماتنا وتقديم الأفضل لكم جميعا تحياتي الحارة للجميع وأتمنى لكم يوما سعيدا ومليئا بالفرح والنجاحات
1,"أنا مش راضي تماما على خدمات التوزيع دي, لأن دايما بيكونوا متأخرين ومحددين مواعيدهم غلط! لو كانوا أحسن شوية هكون أقدر عليهم وأقدر أستغل الوقت بشكل أفضل.",مكتب الأغذية المتكاملة,الإسكندرية,أنا مش راضي تماما على خدمات التوزيع دي لأن دايما بيكونوا متأخرين ومحددين مواعيدهم غلط لو كانوا أحسن شوية هكون أقدر عليهم وأقدر أستغل الوقت بشكل أفضل
4,أنا سعيد جدا لتقديم تعليقاتكم على خدمات التموين في محافظة البحيرة! لقد تلقيت العديد من التعليقات الرائعة حول تجربتكم مع هذا البرنامج الرائع. أود مشاركة بعض التجارب الإيجابية التي أبلغتموني بها اليوم: التوصيل سريع وموثوق والمنتجات طازجة ولذيذة. شكرا لكم على مشاركتكم آرائكم وأتمنى استمرار تقديم الدعم الإيجابي لجميع عملائنا الكرام! #خدمة_التموين_في_البحيرة #رضا_العملاء,اتحاد التموين البحري في المحافظة,البحيرة,أنا سعيد جدا لتقديم تعليقاتكم على خدمات التموين في محافظة البحيرة لقد تلقيت العديد من التعليقات الرائعة حول تجربتكم مع هذا البرنامج الرائع أود مشاركة بعض التجارب الإيجابية التي أبلغتموني بها اليوم التوصيل سريع وموثوق والمنتجات طازجة ولذيذة شكرا لكم على مشاركتكم آرائكم وأتمنى استمرار تقديم الدعم الإيجابي لجميع عملائنا الكرام خدمةالتموينفيالبحيرة رضاالعملاء
1,"أنا مش راضي خالص على خدمات التموين هنا, كل شوية بنشوف نقص فى السلع الأساسية زى الأرز والزيت والتونة, وبصراحة ده بيخنقنا بجد.",مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا مش راضي خالص على خدمات التموين هنا كل شوية بنشوف نقص فى السلع الأساسية زى الأرز والزيت والتونة وبصراحة ده بيخنقنا بجد
